Date,AAPL,BA,DIS,IBM,KO,MSFT
2012-02-15,17.773927688598633,75.20999908447266,41.25,192.25,34.200000762939446,30.04999923706055
2012-02-16,17.936071395874023,75.2699966430664,41.540000915527344,193.0200042724609,34.43000030517578,31.290000915527344
2012-02-17,17.932857513427734,75.3499984741211,41.75,193.4199981689453,34.525001525878906,31.25
2012-02-21,18.387500762939453,75.72000122070312,41.56999969482422,193.38999938964844,34.40999984741211,31.440000534057614
2012-02-22,18.32285690307617,76.05999755859375,41.27000045776367,193.8699951171875,34.625,31.270000457763672
2012-02-23,18.4424991607666,75.8499984741211,41.47999954223633,197.6100006103516,34.59000015258789,31.3700008392334
2012-02-24,18.65749931335449,76.05999755859375,41.310001373291016,197.75999450683597,34.5,31.479999542236328
2012-02-27,18.777143478393555,75.20999908447266,41.63999938964844,197.52999877929688,34.415000915527344,31.35000038146973
2012-02-28,19.12178611755371,75.16000366210938,41.93000030517578,197.97999572753903,34.424999237060554,31.8700008392334
2012-02-29,19.37285804748535,74.94999694824219,41.9900016784668,196.72999572753903,34.93000030517578,31.739999771118164
2012-03-01,19.445356369018555,75.08000183105469,42.38999938964844,197.52999877929688,34.799999237060554,32.290000915527344
2012-03-02,19.4707145690918,74.9000015258789,42.36000061035156,198.80999755859372,34.59000015258789,32.080001831054695
2012-03-05,19.04142951965332,74.12999725341797,42.70000076293945,200.66000366210938,34.615001678466804,31.79999923706055
2012-03-06,18.937856674194336,72.55999755859375,42.0,197.25999450683597,34.380001068115234,31.559999465942386
2012-03-07,18.953214645385746,73.5199966430664,41.75,197.7700042724609,34.39500045776367,31.84000015258789
2012-03-08,19.35678482055664,74.16999816894531,42.02000045776367,199.80999755859372,34.634998321533196,32.009998321533196
2012-03-09,19.47035789489746,73.29000091552734,42.2400016784668,200.6199951171875,34.755001068115234,31.989999771118164
2012-03-12,19.714284896850586,73.5999984741211,42.34000015258789,201.0,35.075000762939446,32.040000915527344
2012-03-13,20.28928565979004,74.30999755859375,44.0099983215332,203.77999877929688,35.125,32.669998168945305
2012-03-14,21.05642890930176,75.2300033569336,43.47999954223633,204.72000122070312,35.110000610351555,32.77000045776367
2012-03-15,20.912857055664066,75.43000030517578,43.47000122070313,206.0,35.165000915527344,32.84999847412109
2012-03-16,20.9132137298584,75.19999694824219,43.18999862670898,206.00999450683597,35.080001831054695,32.59999847412109
2012-03-19,21.467857360839844,75.4000015258789,43.43999862670898,205.72000122070312,35.20000076293945,32.200000762939446
2012-03-20,21.641427993774414,75.13999938964844,43.2400016784668,204.25,35.29499816894531,31.989999771118164
2012-03-21,21.51785659790039,75.01000213623047,43.27000045776367,204.69000244140625,35.560001373291016,31.90999984741211
2012-03-22,21.405000686645508,73.91999816894531,43.290000915527344,205.4900054931641,35.709999084472656,32.0
2012-03-23,21.287500381469727,73.97000122070312,43.650001525878906,205.47999572753903,35.74499893188477,32.009998321533196
2012-03-26,21.6778564453125,75.18000030517578,44.38000106811523,207.7700042724609,35.95000076293945,32.59000015258789
2012-03-27,21.945714950561523,74.80999755859375,44.150001525878906,207.17999267578125,35.935001373291016,32.52000045776367
2012-03-28,22.057857513427734,74.33000183105469,43.5099983215332,207.2899932861328,36.33000183105469,32.189998626708984
2012-03-29,21.78071403503418,74.08000183105469,43.0099983215332,208.2700042724609,36.90499877929688,32.11999893188477
2012-03-30,21.412500381469727,74.37000274658203,43.77999877929688,208.6499938964844,37.00500106811523,32.259998321533196
2012-04-02,22.093929290771484,75.16999816894531,43.84000015258789,209.47000122070312,37.06999969482422,32.290000915527344
2012-04-03,22.4757137298584,74.6500015258789,43.290000915527344,209.5,36.88000106811523,31.940000534057614
2012-04-04,22.296785354614254,73.66999816894531,42.93000030517578,206.0500030517578,36.72999954223633,31.209999084472656
2012-04-05,22.631427764892575,73.58999633789062,43.08000183105469,205.47000122070312,36.73500061035156,31.520000457763672
2012-04-09,22.72249984741211,72.43000030517578,42.11000061035156,204.94000244140625,36.435001373291016,31.10000038146973
2012-04-10,22.444286346435547,70.5999984741211,40.9900016784668,202.3300018310547,36.0099983215332,30.46999931335449
2012-04-11,22.36428642272949,71.7699966430664,41.36999893188477,202.5800018310547,36.060001373291016,30.35000038146973
2012-04-12,22.24178504943848,73.5,42.150001525878906,205.32000732421875,36.11000061035156,30.979999542236328
2012-04-13,21.6153564453125,72.91999816894531,41.849998474121094,202.8000030517578,35.970001220703125,30.809999465942386
2012-04-16,20.718929290771484,72.68000030517578,41.65999984741211,202.72000122070312,36.22000122070313,31.07999992370605
2012-04-17,21.774999618530273,74.08999633789062,42.68000030517578,207.4499969482422,36.974998474121094,31.440000534057614
2012-04-18,21.726428985595703,73.70999908447266,42.4900016784668,200.1300048828125,37.084999084472656,31.13999938964844
2012-04-19,20.979999542236328,73.0999984741211,42.08000183105469,199.50999450683597,36.90999984741211,31.01000022888184
2012-04-20,20.463571548461914,73.55000305175781,42.349998474121094,199.6000061035156,37.06499862670898,32.419998168945305
2012-04-23,20.417856216430664,72.86000061035156,42.0099983215332,198.6199951171875,36.84500122070313,32.11999893188477
2012-04-24,20.01000022888184,73.20999908447266,42.18000030517578,200.0,37.060001373291016,31.920000076293945
2012-04-25,21.785715103149414,77.08000183105469,42.70000076293945,203.57000732421875,37.46500015258789,32.200000762939446
2012-04-26,21.703571319580078,76.98999786376953,43.36000061035156,205.5800018310547,37.85499954223633,32.110000610351555
2012-04-27,21.535715103149414,77.2699966430664,43.349998474121094,206.80999755859372,38.31499862670898,31.979999542236328
2012-04-30,20.856428146362305,76.80000305175781,43.11000061035156,207.0800018310547,38.15999984741211,32.02000045776367
2012-05-01,20.79035758972168,77.25,43.790000915527344,208.0,38.46500015258789,32.009998321533196
2012-05-02,20.9278564453125,77.26000213623047,43.540000915527344,208.05999755859372,38.58000183105469,31.79999923706055
2012-05-03,20.779285430908203,76.83000183105469,43.810001373291016,207.2400054931641,38.72000122070313,31.76000022888184
2012-05-04,20.1875,75.83999633789062,42.93000030517578,204.9900054931641,38.5,30.979999542236328
2012-05-07,20.338571548461914,75.95999908447266,43.81999969482422,203.75,38.63999938964844,30.649999618530273
2012-05-08,20.292142868041992,75.4000015258789,44.29999923706055,201.47999572753903,38.56999969482422,30.5
2012-05-09,20.327857971191406,74.05000305175781,45.02000045776367,201.22999572753903,38.38999938964844,30.76000022888184
2012-05-10,20.375713348388672,73.80000305175781,45.27999877929688,200.6000061035156,38.70500183105469,30.739999771118164
2012-05-11,20.239643096923828,73.55999755859375,45.56000137329102,201.1699981689453,38.73500061035156,31.15999984741211
2012-05-14,19.93642807006836,73.12000274658203,45.16999816894531,199.44000244140625,38.435001373291016,30.68000030517578
2012-05-15,19.75607109069824,72.58000183105469,45.0099983215332,199.0399932861328,38.28499984741211,30.209999084472656
2012-05-16,19.502857208251953,72.3499984741211,45.08000183105469,199.72999572753903,38.165000915527344,29.899999618530273
2012-05-17,18.932857513427734,69.73000335693361,44.33000183105469,197.88999938964844,37.560001373291016,29.71999931335449
2012-05-18,18.942142486572266,69.15000152587889,43.810001373291016,195.8800048828125,37.025001525878906,29.270000457763672
2012-05-21,20.045713424682614,71.77999877929688,44.38999938964844,197.75999450683597,37.25500106811523,29.75
2012-05-22,19.891786575317386,71.4800033569336,44.38999938964844,196.82000732421875,37.09500122070313,29.76000022888184
2012-05-23,20.37714195251465,71.56999969482422,44.209999084472656,196.1199951171875,37.275001525878906,29.11000061035156
2012-05-24,20.190000534057614,71.38999938964844,44.43999862670898,196.08999633789062,37.77999877929688,29.06999969482422
2012-05-25,20.081785202026367,70.0,44.5,194.3000030517578,37.6150016784668,29.059999465942386
2012-05-29,20.438213348388672,70.4000015258789,45.47999954223633,196.4600067138672,37.72999954223633,29.559999465942386
2012-05-30,20.684642791748047,69.38999938964844,45.20000076293945,194.52999877929688,37.52999877929688,29.34000015258789
2012-05-31,20.633214950561523,69.61000061035156,45.709999084472656,192.8999938964844,37.3650016784668,29.190000534057614
2012-06-01,20.035356521606445,67.23999786376953,44.400001525878906,189.0800018310547,36.54499816894531,28.45000076293945
2012-06-04,20.15321350097656,67.5,44.40999984741211,188.5399932861328,36.81999969482422,28.54999923706055
2012-06-05,20.101072311401367,67.58000183105469,44.84000015258789,189.1999969482422,36.61999893188477,28.51000022888184
2012-06-06,20.40928649902344,69.01999664306639,45.52999877929688,193.9900054931641,37.30500030517578,29.35000038146973
2012-06-07,20.41857147216797,69.94999694824219,45.63000106811523,194.44000244140625,37.13999938964844,29.229999542236328
2012-06-08,20.7257137298584,69.94000244140625,46.2400016784668,195.13999938964844,37.61999893188477,29.649999618530273
2012-06-11,20.398927688598636,70.11000061035156,45.79999923706055,192.50999450683597,37.33000183105469,28.899999618530273
2012-06-12,20.5771427154541,72.58000183105469,46.38000106811523,194.5500030517578,37.599998474121094,29.290000915527344
2012-06-13,20.43428611755371,72.05999755859375,46.22999954223633,193.1000061035156,37.34500122070313,29.1299991607666
2012-06-14,20.411785125732425,71.8499984741211,47.18000030517578,195.1000061035156,37.86999893188477,29.34000015258789
2012-06-15,20.504642486572266,71.98999786376953,47.09000015258789,199.1000061035156,38.04499816894531,30.020000457763672
2012-06-18,20.920713424682614,71.9000015258789,47.099998474121094,198.2899932861328,37.9900016784668,29.84000015258789
2012-06-19,20.97892951965332,72.91999816894531,47.5099983215332,198.92999267578125,37.86999893188477,30.70000076293945
2012-06-20,20.91928482055664,73.01000213623047,47.72999954223633,198.77999877929688,37.77999877929688,30.93000030517578
2012-06-21,20.63107109069824,71.37000274658203,47.4000015258789,193.38999938964844,37.334999084472656,30.13999938964844
2012-06-22,20.78928565979004,71.95999908447266,47.47000122070313,193.6999969482422,37.47000122070313,30.70000076293945
2012-06-25,20.3846435546875,71.05000305175781,46.70000076293945,192.8600006103516,37.3849983215332,29.8700008392334
2012-06-26,20.429643630981445,70.93000030517578,47.29999923706055,191.9499969482422,37.540000915527344,30.020000457763672
2012-06-27,20.51785659790039,71.87000274658203,47.86999893188477,193.0,38.16999816894531,30.170000076293945
2012-06-28,20.323213577270508,71.58000183105469,47.81999969482422,191.3999938964844,38.28499984741211,29.90999984741211
2012-06-29,20.85714340209961,74.30000305175781,48.5,195.5800018310547,39.09500122070313,30.59000015258789
2012-07-02,21.161428451538086,73.18000030517578,48.72000122070313,195.8300018310547,39.459999084472656,30.559999465942386
2012-07-03,21.40749931335449,74.2699966430664,48.59000015258789,195.92999267578125,39.58000183105469,30.76000022888184
2012-07-05,21.783571243286133,74.44000244140625,48.11000061035156,195.2899932861328,39.224998474121094,30.70000076293945
2012-07-06,21.63857078552246,73.69000244140625,48.040000915527344,191.41000366210938,39.07500076293945,30.190000534057614
2012-07-09,21.92464256286621,74.02999877929688,48.0,189.6699981689453,38.9900016784668,30.0
2012-07-10,21.72178649902344,73.22000122070312,47.36000061035156,186.25999450683597,38.9900016784668,29.739999771118164
2012-07-11,21.5867862701416,71.5199966430664,47.27000045776367,185.25,38.72999954223633,29.29999923706055
2012-07-12,21.389286041259766,71.70999908447266,47.40999984741211,183.08999633789062,38.31999969482422,28.6299991607666
2012-07-13,21.60607147216797,73.51000213623047,48.18999862670898,186.00999450683597,38.63999938964844,29.38999938964844
2012-07-16,21.67535781860352,72.97000122070312,47.86000061035156,184.7899932861328,38.2400016784668,29.440000534057614
2012-07-17,21.676427841186523,73.11000061035156,49.349998474121094,183.6499938964844,38.84500122070313,29.65999984741211
2012-07-18,21.652143478393555,73.88999938964844,49.349998474121094,188.25,38.72000122070313,30.45000076293945
2012-07-19,21.940000534057614,74.86000061035156,48.9900016784668,195.33999633789062,38.775001525878906,30.670000076293945
2012-07-20,21.582143783569336,73.88999938964844,48.59000015258789,192.4499969482422,38.51499938964844,30.1200008392334
2012-07-23,21.565357208251953,72.91000366210938,47.97999954223633,190.8300018310547,38.43999862670898,29.28000068664551
2012-07-24,21.461427688598636,72.02999877929688,48.15999984741211,190.33999633789062,38.33000183105469,29.149999618530273
2012-07-25,20.534643173217773,74.02999877929688,48.29999923706055,191.0800018310547,38.5099983215332,28.82999992370605
2012-07-26,20.531429290771484,74.91000366210938,49.709999084472656,193.9499969482422,39.42499923706055,29.15999984741211
2012-07-27,20.898571014404297,75.51000213623047,49.93999862670898,196.38999938964844,40.00500106811523,29.76000022888184
2012-07-30,21.25107192993164,74.86000061035156,49.79999923706055,196.67999267578125,40.560001373291016,29.63999938964844
2012-07-31,21.812856674194336,73.91000366210938,49.13999938964844,195.97999572753903,40.400001525878906,29.46999931335449
2012-08-01,21.671785354614254,72.7699966430664,48.81999969482422,195.17999267578125,40.50500106811523,29.40999984741211
2012-08-02,21.706785202026367,71.98999786376953,48.97999954223633,194.4499969482422,39.875,29.190000534057614
2012-08-03,21.98928642272949,72.80999755859375,49.77000045776367,198.5200042724609,40.415000915527344,29.75
2012-08-06,22.233928680419922,72.88999938964844,49.6500015258789,198.75999450683597,40.31999969482422,29.95000076293945
2012-08-07,22.17535781860352,74.45999908447266,49.81000137329102,199.92999267578125,39.8849983215332,30.26000022888184
2012-08-08,22.13785743713379,74.5999984741211,50.4900016784668,199.02999877929688,39.77999877929688,30.32999992370605
2012-08-09,22.168928146362305,74.27999877929688,49.959999084472656,198.4199981689453,39.61999893188477,30.5
2012-08-10,22.203571319580078,74.20999908447266,49.6500015258789,199.2899932861328,39.39500045776367,30.420000076293945
2012-08-13,22.5,74.19000244140625,49.86000061035156,199.00999450683597,39.29999923706055,30.38999938964844
2012-08-14,22.56035804748535,73.80999755859375,49.68999862670898,198.2899932861328,39.38000106811523,30.1299991607666
2012-08-15,22.52964210510254,73.06999969482422,49.88999938964844,198.3999938964844,39.349998474121094,30.20000076293945
2012-08-16,22.726428985595703,73.63999938964844,50.25,200.83999633789062,39.54999923706055,30.78000068664551
2012-08-17,23.146785736083984,73.91000366210938,50.459999084472656,201.22000122070312,39.52999877929688,30.899999618530273
2012-08-20,23.75535774230957,73.83000183105469,50.45000076293945,200.5,39.47000122070313,30.739999771118164
2012-08-21,23.43071365356445,73.2699966430664,49.63999938964844,198.6499938964844,39.2599983215332,30.79999923706055
2012-08-22,23.888214111328125,72.80000305175781,49.65999984741211,197.25,38.77000045776367,30.540000915527344
2012-08-23,23.66535758972168,70.36000061035156,49.16999816894531,195.6999969482422,38.11000061035156,30.26000022888184
2012-08-24,23.68642807006836,71.08999633789062,49.56000137329102,197.7700042724609,38.47000122070313,30.559999465942386
2012-08-27,24.131427764892575,71.37999725341797,49.63000106811523,195.69000244140625,38.16999816894531,30.690000534057614
2012-08-28,24.10000038146973,71.5199966430664,49.63000106811523,194.8699951171875,38.0,30.6299991607666
2012-08-29,24.052499771118164,71.44000244140625,50.040000915527344,195.0800018310547,37.459999084472656,30.649999618530273
2012-08-30,23.70964241027832,70.81999969482422,49.41999816894531,193.3699951171875,37.13999938964844,30.31999969482422
2012-08-31,23.75857162475586,71.4000015258789,49.47000122070313,194.8500061035156,37.400001525878906,30.81999969482422
2012-09-04,24.10607147216797,70.87000274658203,49.65999984741211,194.5399932861328,37.27999877929688,30.38999938964844
2012-09-05,23.936786651611328,71.91999816894531,50.790000915527344,195.0399932861328,37.5099983215332,30.38999938964844
2012-09-06,24.15250015258789,72.81999969482422,51.86000061035156,199.1000061035156,38.150001525878906,31.35000038146973
2012-09-07,24.301427841186523,72.88999938964844,51.7400016784668,199.5,37.900001525878906,30.95000076293945
2012-09-10,23.66928482055664,71.08000183105469,51.52000045776367,200.9499969482422,37.65999984741211,30.71999931335449
2012-09-11,23.59250068664551,71.2699966430664,51.56000137329102,203.2700042724609,37.77000045776367,30.790000915527344
2012-09-12,23.921072006225586,70.95999908447266,51.70000076293945,203.7700042724609,37.54999923706055,30.78000068664551
2012-09-13,24.39214324951172,71.58000183105469,52.599998474121094,206.3600006103516,38.349998474121094,30.940000534057614
2012-09-14,24.68857192993164,71.27999877929688,52.349998474121094,206.80999755859372,38.11999893188477,31.209999084472656
2012-09-17,24.992143630981445,69.91999816894531,52.1500015258789,207.1499938964844,38.349998474121094,31.209999084472656
2012-09-18,25.068214416503906,70.44999694824219,51.9000015258789,207.07000732421875,38.61999893188477,31.18000030517578
2012-09-19,25.07500076293945,69.90000152587889,52.70000076293945,206.42999267578125,38.52000045776367,31.04999923706055
2012-09-20,24.953571319580078,69.84999847412111,52.65999984741211,206.17999267578125,38.63999938964844,31.45000076293945
2012-09-21,25.00321388244629,69.97000122070311,52.7400016784668,205.97999572753903,38.02999877929688,31.190000534057614
2012-09-24,24.671072006225586,70.02999877929689,52.91999816894531,205.2899932861328,38.11999893188477,30.78000068664551
2012-09-25,24.05500030517578,69.37999725341797,52.540000915527344,204.97999572753903,37.68000030517578,30.38999938964844
2012-09-26,23.756427764892575,70.25,51.93999862670898,204.0,37.7599983215332,30.170000076293945
2012-09-27,24.33285713195801,70.09999847412111,52.58000183105469,205.91000366210938,38.310001373291016,30.15999984741211
2012-09-28,23.82500076293945,69.59999847412111,52.27999877929688,207.4499969482422,37.93000030517578,29.76000022888184
2012-10-01,23.54964256286621,70.01000213623047,52.06999969482422,210.47000122070312,38.38000106811523,29.489999771118164
2012-10-02,23.61821365356445,69.52999877929689,51.63999938964844,209.83999633789062,38.34000015258789,29.65999984741211
2012-10-03,23.980356216430664,69.86000061035156,52.47000122070313,210.50999450683597,38.2400016784668,29.86000061035156
2012-10-04,23.81428527832031,69.94000244140625,52.63000106811523,210.38999938964844,38.33000183105469,30.03000068664551
2012-10-05,23.30678558349609,70.88999938964844,52.97000122070313,210.58999633789062,38.58000183105469,29.85000038146973
2012-10-08,22.791786193847656,70.56999969482422,52.33000183105469,209.82000732421875,38.58000183105469,29.78000068664551
2012-10-09,22.70892906188965,70.63999938964844,51.5099983215332,207.9900054931641,38.560001373291016,29.28000068664551
2012-10-10,22.8896427154541,70.33999633789061,51.209999084472656,205.82000732421875,38.09000015258789,28.979999542236328
2012-10-11,22.43214225769043,70.83000183105469,50.34000015258789,205.75999450683597,38.11000061035156,28.95000076293945
2012-10-12,22.489643096923828,71.8499984741211,50.59000015258789,207.8000030517578,38.22999954223633,29.20000076293945
2012-10-15,22.670000076293945,72.25,50.790000915527344,208.92999267578125,38.13000106811523,29.51000022888184
2012-10-16,23.20678520202637,73.4800033569336,51.2400016784668,211.0,37.900001525878906,29.489999771118164
2012-10-17,23.021785736083984,73.62999725341797,52.290000915527344,200.6300048828125,37.7400016784668,29.59000015258789
2012-10-18,22.59428596496582,74.26000213623047,52.41999816894531,194.9600067138672,37.84000015258789,29.5
2012-10-19,21.780000686645508,74.01000213623047,51.9000015258789,193.3600006103516,37.400001525878906,28.63999938964844
2012-10-22,22.64392852783203,73.69999694824219,51.790000915527344,194.3999938964844,37.22999954223633,28.0
2012-10-23,21.90571403503418,72.81999969482422,50.7599983215332,191.25,36.61000061035156,28.04999923706055
2012-10-24,22.02964210510254,72.70999908447266,50.6500015258789,190.72000122070312,36.88000106811523,27.899999618530273
2012-10-25,21.769285202026367,71.54000091552734,50.2599983215332,191.6000061035156,37.09000015258789,27.8799991607666
2012-10-26,21.571428298950195,71.11000061035156,50.08000183105469,193.2700042724609,37.040000915527344,28.209999084472656
2012-10-31,21.26142883300781,70.44000244140625,49.11999893188477,194.52999877929688,37.18000030517578,28.540000915527344
2012-11-01,21.30500030517578,70.79000091552734,49.77999877929688,197.1499938964844,37.33000183105469,29.520000457763672
2012-11-02,20.600000381469727,70.05000305175781,49.86000061035156,193.42999267578125,37.08000183105469,29.5
2012-11-05,20.87928581237793,70.41000366210938,50.31999969482422,194.13999938964844,36.77000045776367,29.6299991607666
2012-11-06,20.816070556640625,72.0199966430664,50.47000122070313,195.07000732421875,37.41999816894531,29.86000061035156
2012-11-07,19.928571701049805,70.11000061035156,50.08000183105469,191.16000366210938,36.72000122070313,29.07999992370605
2012-11-08,19.20535659790039,70.9800033569336,50.040000915527344,190.1000061035156,36.36000061035156,28.809999465942386
2012-11-09,19.537857055664066,73.25,47.06000137329102,189.63999938964844,36.290000915527344,28.82999992370605
2012-11-12,19.38678550720215,73.69000244140625,47.45000076293945,189.25,36.08000183105469,28.21999931335449
2012-11-13,19.389286041259766,73.36000061035156,47.959999084472656,188.32000732421875,36.15999984741211,27.09000015258789
2012-11-14,19.174285888671875,71.29000091552734,47.16999816894531,185.50999450683597,36.0099983215332,26.84000015258789
2012-11-15,18.77214241027832,71.04000091552734,47.47000122070313,185.8500061035156,36.43000030517578,26.65999984741211
2012-11-16,18.8457145690918,70.7699966430664,47.41999816894531,186.94000244140625,36.560001373291016,26.520000457763672
2012-11-19,20.20464324951172,71.95999908447266,47.90999984741211,190.3500061035156,37.2400016784668,26.729999542236328
2012-11-20,20.03249931335449,72.54000091552734,48.43999862670898,189.1999969482422,37.25,26.709999084472656
2012-11-21,20.060714721679688,73.1500015258789,48.68000030517578,190.2899932861328,37.38999938964844,26.95000076293945
2012-11-23,20.410715103149414,73.73999786376953,49.2599983215332,193.4900054931641,37.93000030517578,27.70000076293945
2012-11-26,21.054643630981445,74.2699966430664,49.02999877929688,192.8800048828125,37.36000061035156,27.38999938964844
2012-11-27,20.88500022888184,74.48999786376953,48.599998474121094,191.22999572753903,37.41999816894531,27.07999992370605
2012-11-28,20.819286346435547,74.08999633789062,49.20000076293945,191.97999572753903,37.560001373291016,27.36000061035156
2012-11-29,21.04857063293457,74.12000274658203,49.72000122070313,191.52999877929688,37.97000122070313,26.95000076293945
2012-11-30,20.902856826782227,74.27999877929688,49.65999984741211,190.07000732421875,37.91999816894531,26.6200008392334
2012-12-03,20.93535804748535,74.0199966430664,49.290000915527344,189.47999572753903,37.38000106811523,26.43000030517578
2012-12-04,20.566070556640625,74.05000305175781,49.29999923706055,189.3600006103516,37.150001525878906,26.3700008392334
2012-12-05,19.24250030517578,73.87000274658203,49.59000015258789,188.6499938964844,37.310001373291016,26.670000076293945
2012-12-06,19.54428482055664,73.9800033569336,49.06000137329102,189.6999969482422,37.38000106811523,26.729999542236328
2012-12-07,19.04464340209961,74.63999938964844,49.2400016784668,191.9499969482422,37.709999084472656,26.459999084472656
2012-12-10,18.922142028808594,75.52999877929688,49.29999923706055,192.6199951171875,37.63999938964844,26.940000534057614
2012-12-11,19.335357666015625,75.81999969482422,49.47999954223633,194.1999969482422,37.86000061035156,27.31999969482422
2012-12-12,19.25,75.47000122070312,49.63999938964844,192.9499969482422,37.63999938964844,27.239999771118164
2012-12-13,18.917499542236328,74.31999969482422,49.11000061035156,191.9900054931641,37.599998474121094,27.11000061035156
2012-12-14,18.206785202026367,74.0199966430664,48.66999816894531,191.75999450683597,37.65999984741211,26.809999465942386
2012-12-17,18.52964210510254,74.6500015258789,49.27999877929688,193.6199951171875,37.5,27.10000038146973
2012-12-18,19.06785774230957,75.5199966430664,50.22000122070313,195.69000244140625,37.27999877929688,27.559999465942386
2012-12-19,18.796785354614254,75.51000213623047,49.93999862670898,195.0800018310547,36.77999877929688,27.309999465942386
2012-12-20,18.633214950561523,76.19999694824219,50.93000030517578,194.7700042724609,37.04999923706055,27.68000030517578
2012-12-21,18.54750061035156,76.16999816894531,50.0,193.4199981689453,36.88999938964844,27.45000076293945
2012-12-24,18.57749938964844,75.97000122070312,49.88000106811523,192.3999938964844,36.72999954223633,27.059999465942386
2012-12-26,18.321428298950195,76.0199966430664,49.849998474121094,191.9499969482422,36.41999816894531,26.86000061035156
2012-12-27,18.395000457763672,75.83000183105469,49.52999877929688,192.7100067138672,36.41999816894531,26.959999084472656
2012-12-28,18.199642181396484,74.69000244140625,49.1500015258789,189.8300018310547,35.970001220703125,26.54999923706055
2012-12-31,19.00607109069824,75.36000061035156,49.790000915527344,191.5500030517578,36.25,26.709999084472656
2013-01-02,19.608213424682614,77.06999969482422,51.099998474121094,196.3500061035156,37.599998474121094,27.6200008392334
2013-01-03,19.360713958740234,77.47000122070312,51.209999084472656,195.2700042724609,37.599998474121094,27.25
2013-01-04,18.821428298950195,77.69000244140625,52.18999862670898,193.9900054931641,37.65999984741211,26.739999771118164
2013-01-07,18.71071434020996,76.12999725341797,50.97000122070313,193.13999938964844,37.29999923706055,26.690000534057614
2013-01-08,18.76107215881348,74.12999725341797,50.7599983215332,192.8699951171875,37.040000915527344,26.54999923706055
2013-01-09,18.467857360839844,76.76000213623047,50.77999877929688,192.32000732421875,37.02999877929688,26.70000076293945
2013-01-10,18.69678497314453,77.08999633789062,50.790000915527344,192.8800048828125,36.959999084472656,26.459999084472656
2013-01-11,18.582143783569336,75.16000366210938,50.58000183105469,194.4499969482422,36.90999984741211,26.82999992370605
2013-01-14,17.91964340209961,76.55000305175781,50.59000015258789,192.6199951171875,36.9900016784668,26.88999938964844
2013-01-15,17.354286193847653,76.94000244140625,51.09000015258789,192.5,37.31999969482422,27.209999084472656
2013-01-16,18.074642181396484,74.33999633789062,51.52999877929688,192.58999633789062,37.31999969482422,27.040000915527344
2013-01-17,17.952857971191406,75.26000213623047,52.40999984741211,193.6499938964844,37.5099983215332,27.25
2013-01-18,17.85714340209961,75.04000091552734,52.34000015258789,194.47000122070312,37.70000076293945,27.25
2013-01-22,18.02750015258789,74.16000366210938,52.72999954223633,196.0800018310547,37.13000106811523,27.149999618530273
2013-01-23,18.357500076293945,74.29000091552734,53.95000076293945,204.72000122070312,37.13000106811523,27.61000061035156
2013-01-24,16.089284896850586,75.31999969482422,53.95000076293945,204.4199981689453,37.11000061035156,27.6299991607666
2013-01-25,15.710000038146973,75.02999877929688,54.38000106811523,204.97000122070312,37.04999923706055,27.8799991607666
2013-01-28,16.065357208251953,74.0,54.36000061035156,204.92999267578125,37.0099983215332,27.90999984741211
2013-01-29,16.366785049438473,73.6500015258789,53.9900016784668,203.8999938964844,37.41999816894531,28.01000022888184
2013-01-30,16.315357208251953,74.58999633789062,53.790000915527344,203.5200042724609,37.5,27.85000038146973
2013-01-31,16.267499923706055,73.87000274658203,53.88000106811523,203.07000732421875,37.2400016784668,27.45000076293945
2013-02-01,16.200714111328125,74.87000274658203,54.59000015258789,205.17999267578125,37.540000915527344,27.93000030517578
2013-02-04,15.79714298248291,75.20999908447266,53.9000015258789,203.7899932861328,37.349998474121094,27.440000534057614
2013-02-05,16.351428985595707,75.88999938964844,54.290000915527344,202.7899932861328,38.13999938964844,27.5
2013-02-06,16.333929061889652,76.29000091552734,54.52000045776367,201.0200042724609,38.310001373291016,27.34000015258789
2013-02-07,16.722143173217773,77.43000030517578,54.36000061035156,199.7400054931641,38.90999984741211,27.28000068664551
2013-02-08,16.963571548461914,76.55999755859375,54.65999984741211,201.67999267578125,38.77000045776367,27.54999923706055
2013-02-11,17.140357971191403,75.87000274658203,54.75,200.16000366210938,38.61000061035156,27.86000061035156
2013-02-12,16.71071434020996,75.98999786376953,54.95000076293945,200.0399932861328,37.560001373291016,27.8799991607666
2013-02-13,16.67892837524414,74.77999877929688,54.959999084472656,200.08999633789062,37.209999084472656,28.03000068664551
2013-02-14,16.663928985595707,74.93000030517578,54.88000106811523,199.6499938964844,36.84000015258789,28.040000915527344
2013-02-15,16.43428611755371,75.02999877929688,55.61000061035156,200.97999572753903,37.41999816894531,28.01000022888184
2013-02-19,16.428215026855472,74.6500015258789,55.72999954223633,200.32000732421875,37.66999816894531,28.04999923706055
2013-02-20,16.030357360839847,74.77999877929688,54.599998474121094,199.30999755859372,37.72999954223633,27.8700008392334
2013-02-21,15.93071460723877,76.01000213623047,54.16999816894531,198.3300018310547,37.709999084472656,27.489999771118164
2013-02-22,16.100357055664062,76.66000366210938,54.25,201.08999633789062,38.52000045776367,27.76000022888184
2013-02-25,15.814285278320312,75.02999877929688,53.59000015258789,197.50999450683597,37.72000122070313,27.3700008392334
2013-02-26,16.034643173217773,75.6500015258789,53.9000015258789,199.13999938964844,38.11000061035156,27.3700008392334
